pop_cd,year,month,avg_score,avg_rat,new_avg_rat,city,ages,monthly_spend_rat,population,num_opencard,num_usecard,monthly_card_spend,monthly_lc,monthly_loan,monthly_bk_loan,monthly_cd_loan,monthly_installments_loan,monthly_insurance_loan,monthly_sbk_loan,loan_commitment,inst_rep_loanb,ls_rep_loanb,credit_loan,mortgage_loan,credit_card_payment,credit_card_installments_payment,debit_card_payment,monthly_spend,date
L046,2016,5,835,3,1,대구,60대,4,267000,2.3,1.33,690000,88560000,75970000,54280000,700000,1990000,2280000,170000,19220000,18840000,36770000,17830000,103790000,382000,171000,137000,519000,2016-05-01
L046,2016,6,835,3,1,대구,60대,4,269000,2.3,1.33,740000,89240000,76620000,54620000,720000,2010000,2320000,180000,19240000,19180000,37050000,17940000,104770000,414000,179000,147000,561000,2016-06-01
L046,2016,7,835,3,1,대구,60대,4,270000,2.3,1.33,730000,89830000,77070000,54750000,730000,2020000,2340000,240000,19340000,19500000,37090000,17880000,105540000,412000,174000,144000,556000,2016-07-01
L046,2016,8,836,3,1,대구,60대,4,271000,2.3,1.34,740000,90710000,77420000,54910000,740000,2040000,2360000,260000,19340000,19900000,37010000,17890000,106040000,407000,187000,146000,553000,2016-08-01
L046,2016,9,836,3,1,대구,60대,4,273000,2.31,1.35,730000,91090000,77790000,55070000,750000,2080000,2440000,250000,19340000,20250000,37020000,18010000,106600000,411000,172000,147000,558000,2016-09-01
L046,2016,10,836,3,1,대구,60대,4,274000,2.31,1.35,730000,91570000,78240000,55320000,770000,2090000,2470000,250000,19330000,20530000,37170000,18040000,107190000,405000,183000,142000,547000,2016-10-01
L046,2016,11,836,3,1,대구,60대,4,277000,2.32,1.36,760000,92180000,78830000,55670000,800000,2110000,2510000,260000,19430000,20830000,37340000,18100000,107980000,414000,195000,151000,565000,2016-11-01
L046,2016,12,836,3,1,대구,60대,4,278000,2.33,1.36,760000,92870000,79450000,56020000,810000,2120000,2580000,260000,19480000,21130000,37600000,18200000,108940000,416000,190000,154000,570000,2016-12-01
L046,2017,1,836,3,1,대구,60대,4,280000,2.33,1.37,800000,92850000,79540000,56060000,830000,2130000,2600000,270000,19450000,21400000,37430000,18120000,109130000,448000,195000,157000,605000,2017-01-01
L046,2017,2,837,3,1,대구,60대,4,277000,2.37,1.4,780000,93600000,80080000,56450000,860000,2170000,2640000,300000,19380000,21790000,37630000,18140000,110060000,441000,195000,144000,585000,2017-02-01
L046,2017,3,837,3,1,대구,60대,4,278000,2.38,1.41,720000,93930000,80130000,56460000,880000,2170000,2660000,340000,19240000,21980000,37600000,18260000,110250000,407000,165000,148000,555000,2017-03-01
L046,2017,4,837,3,1,대구,60대,4,280000,2.39,1.42,820000,94240000,80340000,56550000,900000,2180000,2670000,330000,19230000,22210000,37570000,18440000,110730000,466000,192000,162000,628000,2017-04-01
L046,2017,5,837,3,1,대구,60대,4,281000,2.4,1.43,790000,94680000,80760000,56820000,910000,2180000,2670000,320000,19250000,22500000,37680000,18440000,111490000,450000,188000,152000,602000,2017-05-01
L046,2017,6,838,3,1,대구,60대,4,282000,2.41,1.44,850000,94760000,80820000,56880000,920000,2220000,2650000,320000,19230000,22710000,37550000,18400000,111850000,484000,200000,166000,650000,2017-06-01
L046,2017,7,838,3,1,대구,60대,4,283000,2.41,1.45,820000,94990000,81090000,57030000,940000,2240000,2670000,310000,19230000,23050000,37460000,18310000,112560000,473000,188000,159000,632000,2017-07-01
L046,2017,8,838,3,1,대구,60대,4,284000,2.42,1.45,840000,94990000,81020000,56930000,960000,2250000,2690000,310000,19200000,23360000,37090000,18350000,112410000,474000,204000,162000,636000,2017-08-01
L046,2017,9,838,3,1,대구,60대,4,287000,2.44,1.47,820000,95250000,81270000,57010000,980000,2270000,2740000,320000,19200000,23780000,36890000,18490000,112830000,471000,185000,164000,635000,2017-09-01
L046,2017,10,838,3,1,대구,60대,4,288000,2.44,1.47,860000,95470000,81480000,57060000,980000,2260000,2740000,330000,19230000,23870000,36980000,18640000,113120000,491000,205000,164000,655000,2017-10-01
L046,2017,11,838,3,1,대구,60대,4,290000,2.45,1.48,860000,95950000,81720000,57050000,1020000,2280000,2800000,340000,19150000,24330000,36790000,18720000,113690000,487000,206000,167000,654000,2017-11-01
L046,2017,12,839,3,1,대구,60대,3,292000,2.46,1.49,890000,96450000,82050000,57040000,1030000,2270000,2880000,360000,19170000,24510000,36900000,18640000,114270000,503000,215000,172000,675000,2017-12-01
L056,2016,1,788,3,4,광주,60대,3,133000,3.22,2.13,1000000,72170000,63930000,47760000,830000,2130000,1250000,320000,17780000,14810000,30100000,22290000,82370000,537000,236000,227000,764000,2016-01-01
L056,2016,2,829,3,1,광주,60대,4,132000,2.31,1.28,770000,68440000,60280000,45160000,760000,1870000,1080000,260000,16340000,13830000,28990000,20690000,78630000,409000,193000,168000,577000,2016-02-01
L056,2016,3,830,3,1,광주,60대,4,133000,2.32,1.29,740000,68590000,60320000,45190000,770000,1890000,1070000,270000,16340000,13910000,28920000,20690000,79020000,398000,170000,172000,570000,2016-03-01
L056,2016,4,830,3,1,광주,60대,4,134000,2.33,1.29,820000,69220000,60870000,45560000,760000,1890000,1080000,280000,16610000,14130000,28990000,20720000,79970000,440000,197000,183000,623000,2016-04-01
L056,2016,5,830,3,1,광주,60대,4,134000,2.33,1.29,800000,70020000,61750000,46230000,770000,1890000,1100000,300000,16740000,14400000,29460000,20850000,81360000,435000,187000,178000,613000,2016-05-01
L056,2016,6,831,3,1,광주,60대,4,135000,2.34,1.3,860000,70550000,62130000,46480000,770000,1900000,1160000,300000,16820000,14770000,29390000,21030000,81910000,472000,197000,191000,663000,2016-06-01
L056,2016,7,831,3,1,광주,60대,4,135000,2.34,1.3,830000,71250000,62820000,46690000,780000,1920000,1180000,320000,16950000,14970000,29740000,21030000,82930000,467000,185000,178000,645000,2016-07-01
L056,2016,8,832,3,1,광주,60대,4,136000,2.35,1.31,850000,71780000,63440000,47170000,790000,1910000,1180000,320000,16960000,15190000,30120000,21210000,83870000,458000,205000,187000,645000,2016-08-01
L056,2016,9,831,3,1,광주,60대,4,137000,2.36,1.32,850000,72050000,63640000,47210000,800000,1940000,1240000,320000,16940000,15490000,30020000,21080000,84380000,459000,188000,203000,662000,2016-09-01
L056,2016,10,832,3,1,광주,60대,4,137000,2.37,1.32,860000,73040000,63940000,47320000,810000,1960000,1260000,330000,17000000,15580000,30180000,21000000,84680000,472000,196000,192000,664000,2016-10-01
L056,2016,11,832,3,1,광주,60대,3,138000,2.27,1.33,890000,73610000,64450000,47560000,830000,1970000,1300000,330000,16960000,15930000,30340000,21160000,85310000,480000,217000,193000,673000,2016-11-01
L056,2016,12,831,3,1,광주,60대,3,138000,2.29,1.33,880000,74240000,64890000,47650000,850000,2010000,1380000,350000,17080000,16060000,30510000,21160000,86080000,476000,208000,196000,672000,2016-12-01
L056,2017,1,832,3,1,광주,60대,3,139000,2.3,1.34,910000,74790000,65330000,47960000,860000,2030000,1380000,350000,17150000,16190000,30740000,21020000,86800000,510000,210000,190000,700000,2017-01-01
L056,2017,2,833,3,1,광주,60대,3,138000,2.37,1.38,900000,75160000,65570000,48100000,900000,2100000,1410000,380000,17270000,16410000,30600000,21020000,87100000,502000,208000,190000,692000,2017-02-01
L056,2017,3,833,3,1,광주,60대,4,138000,2.38,1.38,810000,75240000,65590000,47870000,910000,2120000,1420000,380000,17200000,16600000,30470000,20930000,87380000,449000,181000,180000,629000,2017-03-01
L056,2017,4,833,3,1,광주,60대,3,139000,2.39,1.39,950000,75260000,65760000,47740000,920000,2280000,1400000,360000,17170000,16820000,30450000,21050000,87750000,534000,218000,198000,732000,2017-04-01
L056,2017,5,833,3,1,광주,60대,3,140000,2.4,1.4,910000,75610000,66160000,48020000,930000,2300000,1400000,350000,17230000,17130000,30470000,21160000,88310000,518000,207000,185000,703000,2017-05-01
L056,2017,6,833,3,1,광주,60대,3,140000,2.41,1.41,970000,75480000,66130000,47920000,940000,2310000,1410000,350000,17220000,17260000,30310000,21110000,88320000,548000,217000,205000,753000,2017-06-01
L056,2017,7,833,3,1,광주,60대,3,141000,2.42,1.41,960000,76010000,66440000,47930000,950000,2320000,1430000,360000,17180000,17610000,30290000,21220000,88840000,549000,204000,207000,756000,2017-07-01
L056,2017,8,833,3,1,광주,60대,3,142000,2.42,1.42,990000,76350000,66530000,47830000,970000,2340000,1430000,360000,17200000,17820000,30120000,21270000,88920000,554000,226000,210000,764000,2017-08-01
L056,2017,9,833,3,1,광주,60대,3,143000,2.45,1.43,960000,77210000,67110000,48250000,980000,2360000,1420000,350000,17260000,18140000,30290000,21480000,89780000,542000,205000,213000,755000,2017-09-01
L056,2017,10,833,3,1,광주,60대,3,144000,2.46,1.44,1010000,77480000,67330000,48500000,990000,2380000,1420000,370000,17210000,18540000,30170000,21680000,89910000,563000,227000,220000,783000,2017-10-01
L056,2017,11,833,3,1,광주,60대,3,145000,2.46,1.45,970000,78910000,67880000,49030000,1020000,2390000,1420000,370000,17050000,19000000,30340000,21500000,90480000,537000,218000,215000,752000,2017-11-01
L056,2017,12,833,3,1,광주,60대,3,146000,2.47,1.46,1010000,79450000,68380000,49160000,1010000,2420000,1460000,390000,17270000,19160000,30480000,21430000,91010000,559000,233000,218000,777000,2017-12-01
L066,2016,1,785,3,4,부산,60대,3,433000,3.27,2.17,990000,81320000,70080000,52010000,1100000,2320000,2690000,270000,11950000,24580000,31920000,19040000,94870000,492000,264000,234000,726000,2016-01-01
L066,2016,2,827,3,1,부산,60대,4,440000,2.36,1.33,780000,79230000,68130000,50110000,1000000,2060000,2460000,250000,11740000,23320000,31580000,17720000,91710000,381000,212000,187000,568000,2016-02-01
L066,2016,3,827,3,1,부산,60대,4,443000,2.37,1.34,720000,79790000,68550000,50390000,1010000,2080000,2480000,260000,11780000,23470000,31800000,17760000,92560000,357000,185000,178000,535000,2016-03-01
L066,2016,4,828,3,1,부산,60대,4,447000,2.38,1.34,810000,80110000,68910000,50700000,1020000,2090000,2520000,270000,11780000,23690000,31920000,17770000,93140000,399000,212000,199000,598000,2016-04-01
L066,2016,5,828,3,1,부산,60대,4,449000,2.38,1.35,790000,80630000,69320000,50960000,1030000,2110000,2540000,270000,11820000,23910000,32070000,17880000,93610000,392000,210000,188000,580000,2016-05-01
L066,2016,6,828,3,1,부산,60대,4,452000,2.39,1.36,830000,81520000,69980000,51290000,1040000,2130000,2540000,290000,11920000,24180000,32340000,18010000,94420000,413000,218000,199000,612000,2016-06-01
L066,2016,7,828,3,1,부산,60대,4,454000,2.39,1.36,830000,82070000,70620000,51500000,1040000,2130000,2590000,300000,12060000,24400000,32600000,17990000,95440000,420000,209000,201000,621000,2016-07-01
L066,2016,8,829,3,1,부산,60대,4,455000,2.39,1.37,840000,82660000,71150000,51870000,1050000,2140000,2630000,320000,12050000,24670000,32860000,18040000,96330000,425000,225000,190000,615000,2016-08-01
L066,2016,9,829,3,1,부산,60대,4,458000,2.41,1.38,840000,83480000,71790000,52300000,1070000,2140000,2720000,340000,12040000,25050000,33100000,18170000,97170000,426000,211000,203000,629000,2016-09-01
L066,2016,10,829,3,1,부산,60대,4,460000,2.41,1.38,830000,84100000,72260000,52630000,1090000,2160000,2770000,340000,12060000,25370000,33210000,18260000,97930000,414000,221000,195000,609000,2016-10-01
L066,2016,11,829,3,1,부산,60대,4,462000,2.41,1.39,860000,84730000,72770000,52870000,1110000,2180000,2840000,350000,12030000,25780000,33300000,18400000,98650000,427000,236000,197000,624000,2016-11-01
L066,2016,12,830,3,1,부산,60대,4,465000,2.42,1.39,850000,85410000,73320000,53180000,1130000,2200000,2930000,350000,12060000,26020000,33570000,18430000,99420000,423000,229000,198000,621000,2016-12-01
L066,2017,1,830,3,1,부산,60대,4,467000,2.43,1.4,880000,85870000,73690000,53160000,1150000,2230000,2990000,350000,12150000,26270000,33580000,18410000,100190000,450000,227000,203000,653000,2017-01-01
L066,2017,2,831,3,1,부산,60대,4,458000,2.51,1.45,870000,87420000,74870000,53780000,1180000,2250000,3090000,380000,12170000,26610000,34370000,18680000,101900000,447000,232000,191000,638000,2017-02-01
L066,2017,3,831,3,1,부산,60대,4,459000,2.52,1.45,810000,87700000,74940000,53950000,1190000,2270000,3150000,390000,12130000,26780000,34280000,18740000,102160000,419000,199000,192000,611000,2017-03-01
L066,2017,4,831,3,1,부산,60대,3,462000,2.53,1.46,920000,88250000,75380000,54200000,1220000,2330000,3180000,410000,12150000,27160000,34300000,18940000,102840000,475000,235000,210000,685000,2017-04-01
L066,2017,5,831,3,1,부산,60대,4,464000,2.53,1.47,880000,88700000,75840000,54470000,1230000,2330000,3200000,420000,12100000,27450000,34510000,19020000,103560000,452000,228000,200000,652000,2017-05-01
L066,2017,6,831,3,1,부산,60대,3,466000,2.54,1.48,950000,89180000,76200000,54710000,1250000,2360000,3230000,430000,12080000,27730000,34590000,19160000,104190000,493000,243000,214000,707000,2017-06-01
L066,2017,7,831,3,1,부산,60대,3,468000,2.55,1.48,930000,89530000,76490000,54980000,1260000,2380000,3250000,430000,12020000,27730000,34930000,19270000,104670000,485000,229000,216000,701000,2017-07-01
L066,2017,8,831,3,1,부산,60대,3,470000,2.55,1.49,960000,89870000,76830000,55240000,1280000,2400000,3260000,460000,12060000,27490000,35430000,19480000,105140000,494000,250000,216000,710000,2017-08-01
L066,2017,9,832,3,1,부산,60대,3,474000,2.57,1.5,930000,90150000,77070000,55370000,1300000,2430000,3280000,470000,12030000,27520000,35640000,19600000,105510000,492000,218000,220000,712000,2017-09-01
L066,2017,10,832,3,1,부산,60대,3,476000,2.58,1.51,980000,89880000,76710000,54790000,1310000,2450000,3310000,510000,12100000,27480000,35240000,19520000,105870000,517000,244000,219000,736000,2017-10-01
L066,2017,11,832,3,1,부산,60대,3,479000,2.59,1.52,950000,90400000,77310000,55290000,1340000,2500000,3360000,520000,12070000,27740000,35580000,19840000,106790000,485000,247000,218000,703000,2017-11-01
L066,2017,12,832,3,1,부산,60대,3,481000,2.6,1.53,980000,90930000,77620000,55530000,1340000,2520000,3400000,530000,12050000,27990000,35660000,19970000,107140000,502000,255000,223000,725000,2017-12-01
L076,2016,1,790,3,4,울산,60대,3,116000,2.95,2.01,1060000,92770000,82390000,57390000,890000,2880000,2580000,190000,22110000,19040000,39860000,20300000,114100000,589000,232000,239000,828000,2016-01-01
L076,2016,2,832,3,1,울산,60대,4,104000,2.18,1.27,790000,90700000,80460000,56310000,820000,2520000,2410000,150000,22530000,17540000,39100000,18230000,112210000,418000,185000,187000,605000,2016-02-01
L076,2016,3,833,3,1,울산,60대,4,105000,2.18,1.28,740000,90820000,80650000,56460000,840000,2540000,2420000,160000,22590000,17600000,39150000,18160000,112960000,400000,160000,180000,580000,2016-03-01
L076,2016,4,833,3,1,울산,60대,4,106000,2.19,1.29,850000,91650000,81330000,57090000,850000,2560000,2420000,170000,22680000,17820000,39510000,18230000,113940000,464000,185000,201000,665000,2016-04-01
L076,2016,5,833,3,1,울산,60대,4,107000,2.2,1.3,820000,92620000,81980000,57280000,850000,2600000,2440000,170000,22510000,18140000,39990000,18460000,114850000,447000,181000,192000,639000,2016-05-01
L076,2016,6,833,3,1,울산,60대,3,108000,2.2,1.3,880000,92980000,82190000,57250000,870000,2630000,2490000,180000,22430000,18260000,40140000,18640000,115170000,483000,191000,206000,689000,2016-06-01
L076,2016,7,833,3,1,울산,60대,3,109000,2.19,1.31,860000,93330000,82400000,57180000,880000,2660000,2570000,190000,22470000,18540000,40000000,18620000,115350000,473000,183000,204000,677000,2016-07-01
L076,2016,8,834,3,1,울산,60대,4,109000,2.2,1.31,860000,94650000,83240000,57700000,890000,2700000,2610000,200000,22530000,18860000,40440000,18690000,116380000,464000,198000,198000,662000,2016-08-01
L076,2016,9,834,3,1,울산,60대,3,110000,2.21,1.32,860000,95200000,83620000,57790000,900000,2750000,2720000,210000,22500000,19100000,40600000,18710000,116960000,467000,182000,211000,678000,2016-09-01
L076,2016,10,834,3,1,울산,60대,4,111000,2.21,1.32,850000,95470000,83810000,57940000,910000,2760000,2730000,200000,22420000,19210000,40760000,18760000,117060000,457000,191000,202000,659000,2016-10-01
L076,2016,11,834,3,1,울산,60대,3,112000,2.22,1.33,900000,96010000,84030000,58060000,940000,2790000,2730000,200000,22370000,19340000,40870000,18920000,117440000,493000,203000,204000,697000,2016-11-01
L076,2016,12,834,3,1,울산,60대,3,113000,2.22,1.33,900000,96740000,84650000,58420000,960000,2810000,2800000,200000,22450000,19500000,41210000,18950000,118480000,493000,199000,208000,701000,2016-12-01
L076,2017,1,834,3,1,울산,60대,3,114000,2.22,1.34,950000,97430000,85200000,58770000,960000,2840000,2820000,210000,22600000,19790000,41320000,18930000,119560000,535000,200000,215000,750000,2017-01-01
L076,2017,2,835,3,1,울산,60대,3,112000,2.28,1.37,910000,98240000,85810000,59070000,1000000,2890000,2890000,280000,22650000,20120000,41530000,18860000,121020000,508000,201000,201000,709000,2017-02-01
L076,2017,3,835,3,1,울산,60대,4,113000,2.29,1.38,820000,99030000,86340000,59500000,1010000,2880000,2870000,290000,22770000,20350000,41690000,18920000,121840000,455000,169000,196000,651000,2017-03-01
L076,2017,4,835,3,1,울산,60대,3,114000,2.3,1.38,940000,99710000,86780000,59640000,1030000,2940000,2960000,300000,22820000,20770000,41640000,19120000,122470000,526000,201000,213000,739000,2017-04-01
L076,2017,5,835,3,1,울산,60대,3,115000,2.31,1.39,900000,99880000,86810000,59630000,1030000,2930000,3000000,310000,22830000,20970000,41470000,19220000,122320000,500000,197000,203000,703000,2017-05-01
L076,2017,6,835,3,1,울산,60대,3,116000,2.32,1.4,980000,100220000,87120000,59660000,1070000,3050000,3020000,320000,22810000,21220000,41500000,19190000,122970000,550000,207000,223000,773000,2017-06-01
L076,2017,7,835,3,1,울산,60대,3,116000,2.32,1.4,940000,100980000,87710000,60120000,1080000,3000000,3070000,310000,22830000,21220000,42070000,19260000,123780000,524000,198000,218000,742000,2017-07-01
L076,2017,8,835,3,1,울산,60대,3,117000,2.32,1.41,970000,101770000,88450000,60530000,1100000,2970000,3060000,340000,22810000,21370000,42660000,19360000,125040000,535000,214000,221000,756000,2017-08-01
L076,2017,9,835,3,1,울산,60대,3,118000,2.33,1.42,940000,102130000,88690000,60760000,1110000,2960000,3080000,360000,22700000,21750000,42610000,19410000,125360000,523000,193000,224000,747000,2017-09-01
L076,2017,10,836,3,1,울산,60대,3,119000,2.34,1.42,980000,102220000,88750000,60590000,1130000,3000000,3110000,520000,22730000,21760000,42610000,19500000,125400000,543000,213000,224000,767000,2017-10-01
L076,2017,11,835,3,1,울산,60대,3,120000,2.35,1.43,990000,102340000,88910000,60660000,1160000,3060000,3160000,550000,22490000,22150000,42580000,19750000,125630000,534000,214000,242000,776000,2017-11-01
L076,2017,12,836,3,1,울산,60대,3,121000,2.36,1.44,1000000,102430000,89050000,60940000,1170000,3060000,3210000,420000,22490000,22520000,42340000,19840000,125700000,552000,221000,227000,779000,2017-12-01
L086,2016,1,779,3,5,경기,60대,3,1111000,3.21,2.12,1130000,108390000,94620000,79270000,1020000,2620000,3000000,380000,17260000,34540000,41300000,21460000,127750000,596000,252000,282000,878000,2016-01-01
L086,2016,2,821,3,2,경기,60대,3,1081000,2.46,1.42,910000,106220000,92560000,77870000,950000,2300000,2740000,330000,17100000,32680000,41380000,20050000,125620000,471000,211000,228000,699000,2016-02-01
L086,2016,3,821,3,2,경기,60대,3,1091000,2.47,1.42,850000,106380000,92560000,77750000,960000,2330000,2750000,340000,17070000,32770000,41310000,20030000,125800000,446000,180000,224000,670000,2016-03-01
L086,2016,4,821,3,2,경기,60대,3,1103000,2.48,1.42,970000,106980000,92870000,77900000,960000,2340000,2790000,360000,17050000,32910000,41500000,20020000,126290000,510000,209000,251000,761000,2016-04-01
L086,2016,5,821,3,2,경기,60대,3,1111000,2.47,1.43,950000,107260000,92990000,77920000,970000,2370000,2780000,370000,17030000,32910000,41620000,20060000,126540000,509000,206000,235000,744000,2016-05-01
L086,2016,6,822,3,2,경기,60대,3,1119000,2.48,1.43,1000000,107680000,93230000,78040000,980000,2400000,2780000,390000,16980000,33020000,41770000,20160000,126760000,535000,213000,252000,787000,2016-06-01
L086,2016,7,822,3,2,경기,60대,3,1126000,2.48,1.44,980000,107810000,93330000,78030000,990000,2410000,2790000,400000,16970000,33120000,41780000,20160000,127060000,529000,205000,246000,775000,2016-07-01
L086,2016,8,823,3,1,경기,60대,3,1132000,2.49,1.44,1000000,108230000,93780000,78250000,1000000,2430000,2780000,440000,16950000,33350000,42010000,20230000,127680000,530000,230000,240000,770000,2016-08-01
L086,2016,9,823,3,1,경기,60대,3,1140000,2.5,1.45,990000,108560000,94040000,78330000,1010000,2450000,2870000,440000,16880000,33580000,42080000,20320000,128030000,536000,211000,243000,779000,2016-09-01
L086,2016,10,823,3,1,경기,60대,3,1148000,2.5,1.46,1010000,109070000,94450000,78500000,1030000,2450000,2890000,460000,16920000,33680000,42340000,20330000,128600000,538000,228000,244000,782000,2016-10-01
L086,2016,11,824,3,1,경기,60대,3,1156000,2.5,1.46,1030000,109660000,94910000,78600000,1050000,2470000,2920000,480000,16970000,33840000,42580000,20430000,129210000,545000,236000,249000,794000,2016-11-01
L086,2016,12,824,3,1,경기,60대,3,1165000,2.51,1.47,1000000,110010000,95160000,78620000,1070000,2500000,2950000,510000,16970000,33970000,42670000,20520000,129610000,537000,222000,241000,778000,2016-12-01
L086,2017,1,824,3,1,경기,60대,3,1172000,2.51,1.47,1030000,109950000,95160000,78400000,1090000,2530000,2970000,510000,17000000,33990000,42600000,20530000,129760000,563000,224000,243000,806000,2017-01-01
L086,2017,2,825,3,1,경기,60대,3,1149000,2.6,1.52,1010000,110840000,95810000,78700000,1120000,2550000,3000000,570000,16950000,34350000,42910000,20630000,130640000,553000,228000,229000,782000,2017-02-01
L086,2017,3,825,3,1,경기,60대,3,1157000,2.61,1.53,920000,111220000,96080000,78790000,1140000,2570000,3010000,580000,16930000,34450000,43080000,20700000,131140000,501000,193000,226000,727000,2017-03-01
L086,2017,4,825,3,1,경기,60대,3,1167000,2.62,1.53,1070000,111310000,96210000,78750000,1160000,2610000,3020000,590000,16910000,34560000,43110000,20750000,131510000,591000,226000,253000,844000,2017-04-01
L086,2017,5,825,3,1,경기,60대,3,1174000,2.62,1.54,1040000,111460000,96350000,78730000,1170000,2630000,3010000,600000,16890000,34640000,43190000,20830000,131750000,573000,225000,242000,815000,2017-05-01
L086,2017,6,825,3,1,경기,60대,3,1182000,2.63,1.55,1110000,111560000,96420000,78640000,1180000,2690000,3020000,600000,16880000,34750000,43140000,20920000,131890000,611000,236000,263000,874000,2017-06-01
L086,2017,7,826,3,1,경기,60대,3,1189000,2.64,1.55,1070000,111730000,96490000,78630000,1200000,2720000,3020000,570000,16790000,34880000,43150000,20930000,132140000,596000,220000,254000,850000,2017-07-01
L086,2017,8,826,3,1,경기,60대,3,1198000,2.65,1.56,1110000,112000000,96730000,78830000,1210000,2740000,3000000,590000,16720000,35060000,43270000,21090000,132390000,603000,248000,259000,862000,2017-08-01
L086,2017,9,826,3,1,경기,60대,3,1212000,2.66,1.57,1070000,112000000,96720000,78720000,1230000,2780000,3000000,600000,16620000,35200000,43200000,21210000,132430000,598000,218000,254000,852000,2017-09-01
L086,2017,10,826,3,1,경기,60대,3,1222000,2.67,1.58,1140000,112190000,96930000,78780000,1230000,2810000,3010000,690000,16680000,35330000,43220000,21380000,132600000,630000,248000,262000,892000,2017-10-01
L086,2017,11,826,3,1,경기,60대,3,1232000,2.68,1.59,1120000,112390000,97060000,78800000,1250000,2830000,3020000,730000,16550000,35480000,43300000,21490000,132740000,606000,246000,268000,874000,2017-11-01
L086,2017,12,827,3,1,경기,60대,3,1242000,2.69,1.6,1120000,112740000,97330000,79070000,1250000,2850000,3020000,710000,16560000,35660000,43380000,21660000,133070000,614000,248000,258000,872000,2017-12-01
L096,2016,1,769,3,5,강원,60대,3,170000,2.68,1.85,970000,72740000,64340000,47680000,650000,2750000,910000,160000,21320000,13430000,28460000,21490000,85960000,495000,220000,255000,750000,2016-01-01
L096,2016,2,812,3,3,강원,60대,4,160000,1.92,1.15,780000,70220000,61940000,45860000,580000,2470000,760000,130000,20680000,12550000,27700000,19560000,84170000,389000,181000,210000,599000,2016-02-01
L096,2016,3,812,3,3,강원,60대,4,162000,1.93,1.15,720000,70060000,61600000,45500000,580000,2510000,770000,130000,20650000,12500000,27410000,19550000,83980000,368000,155000,197000,565000,2016-03-01
L096,2016,4,813,3,2,강원,60대,4,163000,1.94,1.16,840000,70400000,61880000,45590000,590000,2540000,750000,140000,20630000,12540000,27660000,19570000,84550000,424000,186000,230000,654000,2016-04-01
L096,2016,5,813,3,2,강원,60대,4,165000,1.94,1.16,820000,70750000,62210000,45780000,590000,2570000,760000,130000,20700000,12700000,27760000,19630000,85060000,423000,179000,218000,641000,2016-05-01
L096,2016,6,813,3,2,강원,60대,4,166000,1.95,1.17,850000,71250000,62700000,46100000,600000,2610000,790000,150000,20720000,12800000,28100000,19700000,85810000,439000,184000,227000,666000,2016-06-01
L096,2016,7,814,3,2,강원,60대,4,167000,1.95,1.17,840000,71590000,62790000,46090000,610000,2660000,800000,150000,20690000,12880000,28130000,19670000,86050000,435000,178000,227000,662000,2016-07-01
L096,2016,8,815,3,2,강원,60대,4,168000,1.96,1.18,830000,72140000,63180000,46360000,610000,2650000,810000,150000,20780000,12930000,28370000,19680000,86690000,423000,188000,219000,642000,2016-08-01
L096,2016,9,815,3,2,강원,60대,4,169000,1.97,1.19,820000,72440000,63540000,46490000,620000,2660000,890000,150000,20860000,13080000,28490000,19780000,87120000,427000,171000,222000,649000,2016-09-01
L096,2016,10,815,3,2,강원,60대,4,170000,1.98,1.19,840000,72700000,63750000,46600000,630000,2670000,910000,170000,20860000,13180000,28580000,19920000,87340000,433000,187000,220000,653000,2016-10-01
L096,2016,11,816,3,2,강원,60대,3,171000,1.98,1.2,870000,73130000,64110000,46720000,650000,2680000,990000,180000,20910000,13390000,28660000,20080000,87810000,444000,197000,229000,673000,2016-11-01
L096,2016,12,816,3,2,강원,60대,3,172000,1.99,1.2,880000,73350000,64350000,46830000,670000,2730000,1000000,190000,21030000,13500000,28650000,20290000,88050000,453000,199000,228000,681000,2016-12-01
L096,2017,1,816,3,2,강원,60대,3,173000,2.0,1.21,900000,73720000,64680000,47010000,680000,2750000,1000000,210000,21130000,13650000,28710000,20280000,88730000,466000,199000,235000,701000,2017-01-01
L096,2017,2,818,3,2,강원,60대,3,164000,2.11,1.27,870000,74380000,65150000,47200000,700000,2770000,1010000,260000,21230000,13760000,28960000,20460000,89290000,459000,195000,216000,675000,2017-02-01
L096,2017,3,818,3,2,강원,60대,4,166000,2.12,1.28,800000,74520000,65280000,47330000,720000,2760000,1010000,270000,21350000,13880000,28820000,20530000,89490000,420000,170000,210000,630000,2017-03-01
L096,2017,4,818,3,2,강원,60대,3,168000,2.13,1.29,960000,74990000,65680000,47550000,740000,2790000,1000000,290000,21320000,13950000,29170000,20640000,90270000,509000,206000,245000,754000,2017-04-01
L096,2017,5,818,3,2,강원,60대,3,169000,2.14,1.3,920000,75340000,65950000,47650000,740000,2790000,1020000,310000,21270000,14090000,29360000,20690000,90590000,488000,199000,233000,721000,2017-05-01
L096,2017,6,818,3,2,강원,60대,3,170000,2.15,1.31,980000,75560000,66130000,47650000,740000,2830000,1060000,330000,21300000,14230000,29350000,20800000,90950000,523000,206000,251000,774000,2017-06-01
L096,2017,7,818,3,2,강원,60대,3,171000,2.16,1.31,940000,75950000,66500000,47900000,750000,2880000,1070000,340000,21280000,14520000,29460000,20940000,91390000,508000,195000,237000,745000,2017-07-01
