cluster,avg_score,monthly_loan,monthly_bk_loan,monthly_cd_loan,monthly_installments_loan,monthly_insurance_loan,monthly_sbk_loan,credit_loan,mortgage_loan,inst_rep_loanb,ls_rep_loanb
3,820,92360000,61150000,1180000,4150000,4610000,590000,28270000,120030000,29190000,42070000
3,821,92660000,61230000,1200000,4230000,4610000,600000,28380000,120600000,29300000,42290000
3,822,93580000,61870000,1210000,4270000,4650000,690000,28510000,122090000,29630000,42910000
3,822,93840000,61990000,1220000,4290000,4700000,730000,28580000,122530000,29810000,43050000
3,822,94190000,62090000,1250000,4370000,4690000,750000,28810000,122890000,30230000,42960000
3,822,94520000,62280000,1260000,4390000,4670000,740000,28920000,123180000,30500000,43040000
3,821,95020000,62560000,1270000,4530000,4680000,750000,29030000,123800000,30980000,43140000
3,821,95840000,63170000,1300000,4480000,4730000,760000,29220000,124820000,30700000,44230000
3,821,96390000,63660000,1310000,4480000,4740000,780000,29310000,125230000,30860000,44640000
3,821,96780000,63880000,1340000,4550000,4800000,780000,29570000,125440000,31260000,44620000
3,821,96860000,63780000,1340000,4580000,4850000,930000,29860000,125690000,31380000,44320000
3,821,97460000,64150000,1380000,4600000,4910000,970000,30470000,126150000,31770000,44700000
3,820,97640000,64380000,1390000,4600000,5000000,820000,30690000,126270000,32230000,44380000
5,755,92100000,75650000,1310000,3690000,4030000,650000,27840000,119090000,42280000,33390000
5,795,93720000,77180000,1280000,3500000,3930000,610000,27340000,122250000,41240000,35530000
5,795,93830000,77150000,1290000,3530000,3950000,640000,27370000,122400000,41270000,35610000
5,795,94150000,77340000,1300000,3550000,3950000,670000,27470000,122630000,41420000,35830000
5,795,94360000,77450000,1300000,3600000,3960000,700000,27550000,122760000,41530000,35960000
5,796,94720000,77630000,1320000,3650000,3970000,730000,27680000,123040000,41720000,36130000
5,796,95020000,77750000,1330000,3670000,3990000,760000,27760000,123450000,41940000,36230000
5,797,95370000,77930000,1340000,3700000,3990000,770000,27890000,123820000,42200000,36340000
5,797,95810000,78060000,1360000,3730000,4110000,800000,28080000,124140000,42550000,36450000
5,798,96110000,78170000,1370000,3730000,4130000,810000,28090000,124490000,42600000,36680000
5,798,96690000,78380000,1400000,3760000,4160000,850000,28240000,125140000,42860000,36930000
5,798,97040000,78450000,1420000,3810000,4200000,880000,28380000,125520000,43060000,37090000
5,799,97300000,78460000,1440000,3860000,4240000,890000,28460000,125880000,43110000,37240000
5,801,97710000,78530000,1460000,3880000,4260000,990000,28570000,126540000,43360000,37410000
5,800,98020000,78700000,1480000,3900000,4270000,1010000,28670000,126950000,43460000,37620000
5,801,98180000,78690000,1500000,3940000,4270000,1010000,28730000,127230000,43580000,37710000
5,801,98430000,78790000,1500000,3970000,4270000,1010000,28820000,127470000,43730000,37850000
5,801,98520000,78740000,1520000,4040000,4260000,1020000,28940000,127580000,43830000,37880000
5,801,98830000,78950000,1520000,4060000,4280000,1010000,29060000,127940000,44070000,37970000
5,802,99250000,79270000,1540000,4090000,4260000,1020000,29360000,128200000,44320000,38140000
5,802,99460000,79330000,1560000,4130000,4260000,1030000,29720000,128180000,44570000,38090000
5,803,99620000,79380000,1560000,4130000,4260000,1100000,29970000,128180000,44700000,38070000
5,803,99820000,79430000,1590000,4190000,4280000,1140000,30200000,128280000,44920000,38110000
5,803,100050000,79560000,1590000,4230000,4300000,1150000,30420000,128440000,45140000,38130000
3,742,65720000,46720000,940000,4110000,1610000,370000,26890000,83340000,16990000,27890000
3,785,66080000,47150000,890000,3840000,1480000,350000,26360000,84350000,16080000,28550000
3,786,65760000,46860000,900000,3870000,1470000,360000,26280000,84240000,16100000,28160000
3,786,66140000,47060000,910000,3910000,1480000,360000,26300000,84870000,16200000,28370000
3,786,66430000,47160000,930000,3970000,1480000,410000,26450000,85090000,16340000,28550000
3,787,66700000,47240000,940000,4050000,1500000,430000,26650000,85230000,16450000,28670000
3,787,67030000,47320000,940000,4080000,1540000,450000,26700000,85830000,16600000,28880000
3,788,67510000,47650000,950000,4110000,1550000,460000,26850000,86580000,16710000,29170000
3,788,68170000,47880000,950000,4170000,1640000,480000,27040000,87360000,17020000,29560000
3,789,68400000,47930000,960000,4180000,1660000,510000,27060000,87720000,17060000,29730000
3,789,68980000,48260000,980000,4210000,1700000,510000,27320000,88440000,17330000,29920000
3,789,69430000,48500000,1000000,4260000,1730000,530000,27570000,88980000,17610000,30040000
3,790,69900000,48590000,1020000,4320000,1760000,570000,27700000,89500000,17840000,30250000
3,791,70100000,48530000,1020000,4350000,1770000,660000,27800000,89710000,17960000,30360000
3,791,70570000,48900000,1040000,4370000,1780000,670000,27900000,90460000,18170000,30570000
3,791,70760000,49020000,1060000,4420000,1750000,700000,28020000,90680000,18320000,30640000
3,792,70750000,48980000,1060000,4430000,1750000,740000,28120000,90620000,18390000,30670000
3,792,71200000,49150000,1070000,4480000,1770000,760000,28310000,91170000,18610000,30870000
3,792,71700000,49420000,1090000,4530000,1780000,780000,28410000,91950000,18830000,31180000
3,792,71820000,49380000,1100000,4580000,1760000,830000,28510000,92010000,19030000,31160000
3,793,72110000,49430000,1110000,4610000,1780000,840000,28640000,92390000,19210000,31260000
3,793,72970000,50030000,1110000,4620000,1780000,880000,28720000,93770000,19330000,31920000
3,793,73190000,50130000,1140000,4670000,1820000,920000,28950000,93950000,19550000,31980000
3,794,73650000,50350000,1150000,4700000,1860000,960000,29170000,94450000,19880000,32110000
3,755,73170000,46900000,920000,4010000,2630000,470000,25190000,92640000,20760000,30810000
3,796,72780000,46890000,880000,3760000,2300000,450000,24600000,92840000,19220000,31380000
3,796,72730000,46810000,890000,3800000,2310000,470000,24570000,93010000,19340000,31250000
3,796,73060000,47050000,890000,3820000,2320000,470000,24500000,93550000,19470000,31390000
3,797,73390000,47220000,890000,3840000,2330000,490000,24590000,93850000,19590000,31580000
3,797,74180000,47700000,900000,3900000,2370000,500000,24770000,94710000,19800000,32110000
3,797,74570000,47720000,920000,3950000,2400000,520000,24850000,95290000,19950000,32330000
3,798,74900000,47840000,930000,3960000,2410000,530000,24940000,95710000,20170000,32430000
3,798,75330000,48000000,940000,3990000,2540000,540000,25090000,96140000,20500000,32520000
3,798,75640000,48090000,940000,3990000,2560000,570000,25120000,96550000,20650000,32720000
3,798,75990000,48320000,970000,3990000,2600000,590000,25210000,96940000,20840000,32870000
3,799,76210000,48340000,990000,4030000,2640000,600000,25340000,97170000,21030000,32840000
3,799,76550000,48280000,1000000,4110000,2660000,630000,25420000,97640000,21230000,32940000
3,800,77640000,48630000,1030000,4150000,2760000,710000,25590000,99220000,21540000,33580000
3,799,77470000,48440000,1060000,4140000,2770000,730000,25600000,99060000,21650000,33310000
3,799,77750000,48360000,1090000,4190000,2780000,780000,25630000,99590000,21790000,33470000
3,800,77900000,48370000,1110000,4200000,2770000,790000,25800000,99800000,22000000,33410000
3,800,78220000,48520000,1130000,4270000,2770000,810000,26030000,100190000,22260000,33470000
3,800,78470000,48600000,1150000,4310000,2770000,810000,26070000,100580000,22560000,33400000
3,800,78830000,48730000,1170000,4340000,2780000,860000,26190000,101020000,22810000,33520000
3,800,78850000,48670000,1190000,4400000,2780000,890000,26350000,100850000,23000000,33350000
3,800,79120000,48810000,1190000,4400000,2790000,910000,26450000,101010000,23110000,33500000
3,801,79340000,48940000,1210000,4450000,2800000,920000,26630000,101380000,23420000,33570000
3,801,79550000,48830000,1230000,4500000,2820000,980000,26710000,101620000,23680000,33480000
3,747,81490000,61240000,1000000,4150000,2480000,700000,28190000,102510000,24360000,36290000
3,786,82320000,62400000,930000,3910000,2200000,620000,27560000,104670000,22730000,38000000
3,787,82370000,62250000,950000,3950000,2230000,640000,27520000,105070000,22800000,37940000
3,787,82710000,62370000,960000,3970000,2260000,670000,27600000,105540000,23010000,38090000
3,787,82780000,62330000,970000,4000000,2270000,660000,27700000,105540000,23110000,38050000
3,788,83090000,62450000,990000,4040000,2300000,670000,27870000,105940000,23290000,38240000
3,788,83440000,62630000,1000000,4080000,2310000,690000,27940000,106420000,23370000,38480000
3,789,83940000,62980000,1020000,4090000,2320000,700000,28010000,107040000,23550000,38780000
3,789,84430000,63160000,1040000,4150000,2450000,720000,28210000,107600000,23890000,38900000
3,789,84770000,63280000,1040000,4150000,2480000,730000,28300000,108060000,23960000,39180000
3,790,85430000,63700000,1070000,4190000,2520000,650000,28520000,109040000,24240000,39530000
3,790,85570000,63670000,1090000,4220000,2540000,690000,28630000,109230000,24350000,39530000
3,791,85910000,63760000,1100000,4280000,2580000,690000,28770000,109690000,24570000,39630000
3,792,86550000,64070000,1130000,4310000,2630000,780000,28870000,110520000,24950000,39780000
3,792,87070000,64370000,1160000,4350000,2670000,800000,29020000,111140000,25320000,39900000
3,792,86940000,64040000,1190000,4390000,2730000,800000,29160000,111100000,25540000,39600000
3,793,87180000,64060000,1200000,4440000,2740000,830000,29380000,111300000,25810000,39670000
3,793,87250000,63910000,1220000,4490000,2730000,850000,29450000,111480000,26050000,39570000
3,793,87600000,63940000,1240000,4530000,2750000,850000,29430000,112010000,26330000,39650000
3,793,87800000,63850000,1270000,4570000,2750000,870000,29540000,112230000,26690000,39500000
3,793,87830000,63600000,1290000,4630000,2750000,910000,29760000,112100000,27030000,39220000
3,793,87900000,63570000,1290000,4650000,2780000,900000,29850000,112110000,27300000,39070000
3,793,87940000,63470000,1330000,4700000,2790000,930000,30050000,111980000,27590000,38870000
3,794,87960000,63460000,1340000,4730000,2810000,940000,30160000,111960000,27850000,38680000
3,748,69850000,50400000,950000,3600000,2380000,400000,29480000,86310000,20040000,31920000
3,789,69150000,49950000,890000,3350000,2200000,370000,28890000,86110000,19050000,32100000
3,790,69030000,49730000,910000,3360000,2220000,410000,28830000,86060000,19040000,32000000
3,790,69230000,49870000,920000,3370000,2240000,430000,28870000,86140000,19210000,32020000
3,791,69670000,50150000,930000,3370000,2260000,440000,28990000,86700000,19340000,32280000
3,791,70190000,50370000,950000,3420000,2300000,450000,29170000,87280000,19540000,32520000
3,791,70440000,50500000,960000,3440000,2320000,460000,29260000,87500000,19720000,32590000
3,792,70890000,50750000,980000,3470000,2340000,460000,29390000,88010000,19960000,32770000
3,792,71210000,50870000,990000,3490000,2410000,470000,29530000,88150000,20140000,32910000
3,792,71630000,51050000,1000000,3530000,2440000,490000,29660000,88660000,20310000,33150000
3,793,71970000,51160000,1030000,3560000,2470000,510000,29750000,89100000,20530000,33230000
3,793,72220000,51180000,1050000,3600000,2510000,540000,29880000,89460000,20750000,33270000
3,793,72670000,51320000,1060000,3660000,2530000,560000,30060000,89990000,20910000,33490000
3,796,73120000,51490000,1080000,3670000,2570000,630000,30270000,90530000,21090000,33720000
3,795,73600000,51820000,1100000,3700000,2570000,640000,30350000,91170000,21310000,33940000
3,795,73900000,51920000,1130000,3740000,2570000,630000,30420000,91530000,21470000,34070000
3,796,74050000,52030000,1140000,3740000,2560000,610000,30550000,91940000,21620000,34080000
3,796,74250000,52110000,1170000,3780000,2550000,610000,30670000,92100000,21880000,34030000
3,796,74460000,52220000,1180000,3810000,2540000,610000,30750000,92560000,22210000,33940000
3,796,74760000,52430000,1200000,3820000,2540000,610000,30940000,92790000,22470000,33970000
3,796,75180000,52650000,1230000,3870000,2550000,620000,31120000,93200000,22780000,34070000
3,797,75210000,52660000,1240000,3890000,2550000,620000,31240000,93190000,22970000,33900000
3,797,75600000,52730000,1270000,3920000,2550000,640000,31410000,93670000,23130000,33940000
3,797,75880000,52890000,1280000,3930000,2560000,650000,31550000,93990000,23320000,34060000
3,744,63460000,46460000,890000,3450000,1310000,310000,30620000,75810000,16400000,28610000
3,785,63170000,46330000,830000,3240000,1200000,280000,30200000,76190000,15790000,28760000
3,785,63140000,46240000,840000,3240000,1200000,300000,30170000,76360000,15790000,28700000
3,785,63680000,46520000,850000,3280000,1210000,310000,30330000,77140000,15950000,28980000
3,786,64210000,46810000,850000,3330000,1230000,330000,30530000,77790000,16150000,29260000
3,786,64670000,47070000,860000,3370000,1260000,340000,30710000,78380000,16360000,29450000
3,786,65030000,47280000,870000,3390000,1260000,360000,30790000,78880000,16480000,29650000
3,788,65250000,47380000,890000,3410000,1280000,370000,30970000,79140000,16590000,29730000
3,787,65720000,47560000,900000,3460000,1370000,390000,31160000,79620000,16820000,29960000
3,787,66030000,47730000,910000,3460000,1390000,390000,31230000,80040000,16950000,30120000
3,788,66250000,47830000,950000,3490000,1400000,410000,31390000,80340000,17040000,30210000
3,788,66840000,47940000,970000,3560000,1410000,420000,31540000,81100000,17190000,30590000
3,789,67100000,47980000,980000,3600000,1430000,420000,31620000,81510000,17230000,30770000
3,791,67250000,47960000,1000000,3640000,1440000,470000,31660000,81650000,17410000,30730000
3,791,67510000,48180000,1010000,3640000,1450000,480000,31810000,81850000,17590000,30730000
3,791,67650000,48160000,1030000,3670000,1460000,490000,31930000,82200000,17740000,30740000
3,791,67780000,48170000,1040000,3710000,1460000,500000,32070000,82330000,17850000,30730000
3,791,67980000,48250000,1070000,3750000,1460000,510000,32240000,82510000,18110000,30680000
3,792,68020000,48120000,1090000,3780000,1460000,510000,32320000,82650000,18330000,30520000
3,792,68420000,48450000,1120000,3820000,1440000,520000,32590000,82980000,18670000,30560000
3,792,68650000,48580000,1130000,3820000,1430000,520000,32800000,83060000,18900000,30510000
3,792,68740000,48680000,1140000,3830000,1430000,530000,32910000,83100000,19050000,30480000
3,792,69180000,48970000,1160000,3870000,1430000,570000,33080000,83520000,19290000,30660000
3,793,69520000,49080000,1180000,3910000,1440000,570000,33180000,83800000,19490000,30740000
3,761,72450000,52830000,910000,3480000,1930000,380000,26210000,90910000,17340000,35350000
3,802,72160000,52750000,840000,3220000,1700000,340000,25640000,91000000,16220000,35680000
3,803,72000000,52670000,840000,3210000,1700000,370000,25770000,91570000,16040000,35280000
3,803,72620000,53050000,850000,3210000,1720000,390000,25910000,92550000,16230000,35690000
3,803,73110000,53330000,860000,3240000,1740000,390000,26080000,93100000,16440000,35930000
3,803,73740000,53770000,880000,3290000,1780000,410000,26280000,93760000,16740000,36150000
3,803,74300000,54120000,880000,3300000,1800000,430000,26370000,94540000,16870000,36610000
3,804,74840000,54430000,900000,3330000,1810000,450000,26460000,95250000,17040000,36930000
3,804,75480000,54850000,910000,3350000,1900000,470000,26520000,96080000,17330000,37190000
3,804,76190000,55390000,920000,3340000,1930000,460000,26560000,97080000,17500000,37680000
3,804,76850000,55740000,940000,3370000,1960000,450000,26700000,97990000,17710000,38070000
3,804,77230000,55880000,960000,3420000,2000000,470000,26820000,98390000,17910000,38240000
3,805,77670000,56100000,980000,3480000,2020000,480000,26910000,98970000,18080000,38410000
3,807,78480000,56560000,990000,3490000,2030000,550000,27060000,100120000,18360000,38810000
3,807,78840000,56940000,1020000,3510000,2070000,550000,27130000,100690000,18520000,38950000
3,806,79090000,57040000,1030000,3560000,2070000,550000,27290000,101090000,18720000,38970000
3,806,79450000,57280000,1050000,3570000,2070000,560000,27400000,101610000,18880000,39100000
3,806,79470000,57170000,1070000,3630000,2070000,560000,27540000,101640000,19130000,38910000
3,806,79680000,57250000,1090000,3660000,2090000,560000,27710000,101940000,19390000,38800000
3,807,80060000,57390000,1110000,3700000,2100000,590000,27950000,102400000,19830000,38740000
3,807,80190000,57400000,1130000,3720000,2100000,600000,28310000,102300000,20350000,38340000
3,807,80250000,57470000,1140000,3710000,2120000,590000,28430000,102330000,20560000,38210000
3,807,80610000,57690000,1160000,3750000,2130000,610000,28600000,102880000,20900000,38190000
3,807,80840000,57770000,1170000,3790000,2160000,630000,28590000,103200000,21180000,38070000
3,758,81000000,62790000,1040000,3800000,2770000,450000,27370000,102620000,22610000,40380000
3,801,81460000,63560000,990000,3520000,2520000,400000,26810000,103760000,21190000,41530000
3,802,81640000,63590000,1000000,3540000,2540000,430000,26810000,104350000,21350000,41460000
3,802,82010000,63780000,1000000,3550000,2580000,450000,26880000,104950000,21560000,41590000
3,802,82850000,64370000,1010000,3610000,2600000,460000,27200000,106080000,21870000,42020000
3,802,83500000,64790000,1030000,3660000,2650000,470000,27470000,106800000,22120000,42310000
3,802,84030000,65160000,1040000,3690000,2680000,490000,27660000,107400000,22280000,42640000
3,803,84590000,65530000,1060000,3710000,2720000,510000,27770000,108110000,22520000,42910000
3,803,85160000,65760000,1080000,3740000,2860000,530000,27940000,108660000,22860000,43090000
3,803,85740000,66190000,1090000,3720000,2910000,540000,28120000,109470000,23100000,43440000
3,803,86450000,66650000,1110000,3750000,2960000,550000,28360000,110340000,23400000,43810000
3,803,86940000,66890000,1130000,3790000,3020000,570000,28480000,110840000,23610000,44080000
3,804,87500000,67180000,1140000,3870000,3040000,580000,28660000,111600000,23790000,44400000
3,805,88080000,67550000,1160000,3870000,3110000,660000,28770000,112420000,24000000,44780000
3,805,88470000,67880000,1170000,3890000,3150000,660000,28840000,112930000,24240000,44850000
3,805,88890000,68030000,1200000,3960000,3160000,660000,28900000,113680000,24500000,45010000
3,805,89110000,68090000,1200000,3980000,3180000,670000,29000000,113930000,24800000,44950000
3,805,89380000,68090000,1220000,4030000,3210000,680000,29060000,114330000,25170000,44860000
3,805,89780000,68290000,1240000,4070000,3260000,690000,29160000,114960000,25630000,44740000
3,805,90040000,68270000,1260000,4090000,3270000,700000,29250000,115280000,25890000,44750000
3,805,90100000,68250000,1280000,4110000,3300000,710000,29260000,115230000,26220000,44510000
3,805,90280000,68310000,1290000,4120000,3310000,720000,29190000,115520000,26530000,44390000
3,805,90590000,68480000,1320000,4160000,3330000,750000,29320000,115780000,26820000,44420000
3,805,90810000,68550000,1320000,4200000,3360000,760000,29340000,115940000,27070000,44390000
3,741,81130000,59390000,760000,3470000,680000,490000,29910000,108490000,14110000,46070000
3,788,83680000,61640000,720000,3300000,600000,430000,30170000,112390000,13720000,47940000
3,789,84240000,62150000,720000,3310000,610000,450000,30140000,114010000,13860000,48160000
3,789,85760000,63270000,730000,3360000,600000,480000,30190000,116650000,14170000,49230000
3,790,87500000,64940000,730000,3400000,640000,450000,30780000,118690000,14630000,50460000
3,790,89490000,66380000,740000,3470000,660000,480000,31060000,121790000,15060000,51740000
3,791,91320000,67690000,740000,3500000,680000,510000,31210000,124900000,15730000,52790000
3,792,93160000,69120000,750000,3560000,690000,540000,31250000,127770000,16260000,53690000
3,792,95040000,70390000,760000,3610000,790000,560000,31570000,130550000,16770000,54880000
3,792,96480000,71270000,780000,3610000,800000,600000,31800000,132870000,16950000,55880000
3,792,97890000,72160000,800000,3640000,830000,650000,31880000,135050000,17230000,56880000
3,792,99370000,73240000,810000,3730000,870000,660000,32140000,137150000,17740000,57620000
3,793,100970000,74480000,830000,3790000,880000,680000,32320000,139760000,18150000,58490000
3,794,101950000,75100000,850000,3790000,900000,740000,32060000,141880000,18480000,59160000
3,794,103080000,76370000,870000,3830000,940000,790000,31950000,143780000,18830000,59670000
3,794,104770000,77440000,870000,3850000,950000,880000,31710000,146890000,19440000,60530000
3,794,106190000,78620000,870000,3850000,940000,890000,31930000,149240000,19940000,61440000
3,794,107170000,79220000,880000,3900000,960000,930000,32190000,150720000,20400000,61790000
3,794,108140000,80100000,880000,3920000,950000,880000,32130000,152040000,20860000,62280000
3,794,108590000,80420000,910000,3970000,970000,910000,32020000,152430000,21330000,62260000
3,794,109890000,81070000,930000,4020000,990000,970000,32300000,154420000,21800000,63010000
3,794,111390000,82090000,920000,4010000,1000000,1020000,32610000,156440000,22210000,64020000
3,794,112370000,82940000,950000,4070000,1040000,1140000,32760000,158080000,22680000,64240000
3,794,113130000,83390000,960000,4060000,1090000,1170000,32880000,159310000,23170000,64290000
3,743,92560000,74600000,1100000,4020000,2800000,650000,33910000,114280000,35230000,36650000
3,781,93350000,75390000,1070000,3800000,2650000,600000,32990000,116810000,34100000,38150000
3,782,93240000,75190000,1080000,3820000,2650000,630000,32990000,117020000,33980000,38000000
3,782,93610000,75430000,1080000,3840000,2660000,660000,33070000,117500000,34150000,38200000
3,782,93990000,75650000,1090000,3890000,2660000,680000,33230000,117930000,34320000,38400000
3,783,94540000,75960000,1100000,3940000,2680000,700000,33430000,118510000,34580000,38640000
3,783,94990000,76190000,1120000,3960000,2700000,740000,33530000,119170000,34840000,38830000
3,784,95440000,76460000,1130000,3990000,2720000,760000,33670000,119710000,35140000,38960000
3,784,95960000,76660000,1150000,4020000,2840000,790000,33840000,120170000,35550000,39050000
3,784,96320000,76850000,1160000,4030000,2870000,800000,33900000,120580000,35710000,39250000
3,785,96910000,77170000,1190000,4050000,2900000,820000,34070000,121330000,36020000,39460000
3,785,97310000,77300000,1210000,4100000,2950000,840000,34200000,121850000,36230000,39610000
3,786,97610000,77350000,1220000,4170000,2980000,860000,34300000,122300000,36370000,39720000
3,785,97600000,77130000,1250000,4190000,3000000,940000,34330000,122450000,36410000,39700000
3,785,97760000,77200000,1270000,4220000,3010000,950000,34410000,122720000,36530000,39720000
3,785,97970000,77240000,1290000,4270000,3010000,960000,34500000,123170000,36720000,39760000
3,786,98190000,77360000,1300000,4300000,3010000,960000,34650000,123440000,36920000,39800000
3,786,98470000,77470000,1320000,4360000,3010000,970000,34830000,123720000,37160000,39840000
3,786,98830000,77700000,1340000,4400000,3020000,970000,34960000,124170000,37440000,39920000
3,786,99090000,77860000,1350000,4430000,3020000,980000,35160000,124230000,37640000,39960000
3,786,99350000,78020000,1370000,4460000,3020000,1000000,35470000,124250000,37860000,39980000
3,787,99520000,78130000,1380000,4470000,3010000,1030000,35650000,124370000,38020000,39960000
3,786,99740000,78230000,1410000,4520000,3020000,1070000,35880000,124490000,38190000,40020000
3,787,100010000,78390000,1420000,4560000,3040000,1080000,36060000,124650000,38350000,40110000
5,770,73760000,55610000,1350000,2680000,3820000,440000,19850000,103980000,31000000,30030000
5,811,74310000,56200000,1310000,2520000,3720000,420000,19640000,104760000,30210000,31140000
5,811,74290000,56100000,1320000,2530000,3730000,450000,19630000,105070000,30170000,31070000
5,812,74620000,56270000,1320000,2550000,3750000,470000,19680000,105450000,30360000,31200000
5,812,75110000,56580000,1330000,2580000,3770000,480000,19790000,106030000,30570000,31470000
5,812,75680000,56910000,1340000,2610000,3810000,500000,19960000,106600000,30860000,31710000
5,813,76130000,57130000,1350000,2630000,3850000,520000,20040000,107220000,31100000,31910000
5,814,76670000,57460000,1370000,2650000,3870000,530000,20150000,107890000,31420000,32120000
5,813,77190000,57670000,1380000,2680000,3990000,540000,20310000,108400000,31800000,32250000
5,814,77690000,57930000,1390000,2690000,4040000,550000,20340000,109060000,31990000,32560000
5,814,78290000,58220000,1410000,2710000,4090000,570000,20460000,109820000,32330000,32780000
5,814,78680000,58350000,1430000,2750000,4140000,580000,20560000,110290000,32580000,32910000
5,815,79090000,58460000,1440000,2790000,4200000,590000,20640000,110840000,32770000,33080000
5,814,79330000,58410000,1470000,2800000,4220000,680000,20700000,111280000,32850000,33250000
5,815,79580000,58560000,1480000,2810000,4250000,690000,20770000,111650000,33030000,33310000
5,815,79850000,58640000,1490000,2840000,4260000,700000,20840000,112060000,33240000,33380000
5,815,80150000,58800000,1500000,2870000,4250000,710000,20970000,112430000,33490000,33440000
5,815,80420000,58900000,1510000,2920000,4260000,720000,21070000,112760000,33730000,33480000
5,815,80810000,59140000,1520000,2940000,4270000,720000,21200000,113260000,34020000,33570000
5,815,81140000,59350000,1540000,2960000,4270000,740000,21370000,113530000,34250000,33660000
5,816,81310000,59380000,1560000,3000000,4280000,760000,21560000,113570000,34510000,33590000
5,816,81480000,59420000,1560000,3000000,4290000,800000,21700000,113740000,34750000,33490000
5,816,81710000,59510000,1590000,3040000,4310000,830000,21830000,113980000,34950000,33530000
5,816,81920000,59610000,1590000,3060000,4340000,830000,21910000,114190000,35170000,33540000
6,793,96430000,81970000,1100000,1810000,2940000,490000,25330000,139970000,38780000,39810000
6,832,95810000,81540000,990000,1610000,2720000,460000,24060000,139060000,37160000,41320000
6,832,96100000,81730000,1000000,1630000,2730000,460000,24160000,139520000,37320000,41450000
6,832,96240000,81740000,1010000,1630000,2750000,480000,24160000,139740000,37570000,41350000
6,832,96310000,81720000,1020000,1650000,2760000,500000,24030000,140040000,37700000,41400000
6,832,96510000,81810000,1030000,1650000,2790000,520000,24030000,140320000,37890000,41440000
6,832,96700000,81760000,1040000,1680000,2810000,540000,23950000,140850000,38200000,41340000
6,833,96910000,81790000,1050000,1690000,2830000,560000,23910000,141310000,38510000,41250000
6,833,97310000,81900000,1070000,1710000,2900000,580000,24040000,141830000,38910000,41250000
6,833,97650000,82000000,1080000,1720000,2920000,590000,24030000,142310000,39230000,41230000
6,833,98360000,82530000,1110000,1730000,2930000,600000,24080000,143420000,39630000,41500000
6,834,98670000,82640000,1130000,1750000,2960000,610000,24140000,143870000,39970000,41470000
6,834,98770000,82630000,1150000,1770000,2980000,620000,24130000,144200000,40180000,41390000
6,835,99010000,82710000,1190000,1780000,3010000,650000,24060000,144880000,40440000,41370000
6,835,98730000,82380000,1210000,1810000,3040000,650000,24020000,144810000,40560000,40990000
6,835,98810000,82270000,1230000,1830000,3070000,660000,23760000,145300000,40760000,40880000
6,836,98830000,82230000,1240000,1860000,3070000,670000,23830000,145360000,40960000,40720000
6,835,99130000,82410000,1250000,1920000,3060000,680000,23850000,145930000,41120000,40870000
6,836,99160000,82390000,1260000,1930000,3070000,650000,23910000,146000000,41340000,40720000
6,836,99420000,82610000,1280000,1940000,3090000,670000,24100000,146340000,41580000,40770000
6,836,99580000,82690000,1290000,1970000,3090000,680000,24220000,146390000,41700000,40840000
6,836,99870000,82760000,1300000,1970000,3080000,730000,24280000,146890000,41720000,41070000
6,836,100160000,82970000,1330000,2020000,3070000,760000,24360000,147350000,41640000,41440000
6,836,100200000,83020000,1330000,2040000,3070000,750000,24250000,147340000,41590000,41590000
6,767,74210000,58840000,1150000,2690000,2800000,320000,17730000,96900000,33810000,28360000
6,810,71490000,56380000,1070000,2370000,2590000,250000,15920000,93620000,31290000,28480000
6,810,71460000,56300000,1080000,2390000,2600000,270000,15930000,93770000,31310000,28450000
6,810,71460000,56250000,1090000,2400000,2610000,280000,16020000,93810000,31460000,28280000
6,811,71700000,56360000,1100000,2430000,2610000,300000,16160000,94130000,31570000,28340000
6,811,71990000,56520000,1110000,2460000,2630000,330000,16260000,94620000,31760000,28460000
6,811,72120000,56570000,1120000,2480000,2650000,350000,16260000,94940000,31990000,28410000
6,813,72450000,56730000,1130000,2510000,2660000,370000,16330000,95420000,32320000,28510000
6,812,73010000,56920000,1150000,2510000,2760000,370000,16430000,96150000,32570000,28810000
6,813,73520000,57120000,1160000,2490000,2780000,380000,16480000,96800000,32800000,29050000
6,813,73870000,57160000,1180000,2530000,2800000,390000,16540000,97340000,32990000,29190000
6,814,74060000,57180000,1210000,2590000,2840000,400000,16520000,97720000,33060000,29300000
6,814,74200000,57080000,1240000,2630000,2900000,420000,16580000,98020000,33120000,29330000
6,815,74730000,57610000,1280000,2650000,2920000,450000,16700000,98780000,33540000,29460000
6,815,75020000,57790000,1300000,2660000,2970000,480000,16750000,99380000,33600000,29680000
6,815,75040000,57730000,1330000,2680000,2960000,470000,16800000,99520000,33600000,29730000
6,815,75140000,57830000,1340000,2690000,3000000,480000,16940000,99550000,33740000,29750000
6,815,75210000,57840000,1360000,2740000,2990000,500000,16970000,99720000,33800000,29760000
6,816,75440000,58140000,1370000,2740000,2980000,510000,16960000,100030000,33930000,29920000
6,816,75540000,58130000,1390000,2770000,2970000,520000,17090000,100150000,34170000,29780000
6,816,75700000,58210000,1410000,2800000,2990000,540000,17230000,100350000,34380000,29690000
6,816,76020000,58390000,1410000,2820000,3030000,560000,17340000,100730000,34590000,29790000
6,816,76320000,58520000,1430000,2850000,3030000,580000,17480000,101150000,34890000,29800000
6,817,76290000,58450000,1440000,2870000,3070000,590000,17620000,100970000,35030000,29690000
